beneficiary_id,district,programme_code,cause,cohort_band,is_synthetic,batch_id
BEN-005267,Wad Madani,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010006,Wad Madani,AID-2026-WS-618,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000212,Wad Madani,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008662,Wad Madani,AID-2026-ED-512,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005598,Wad Madani,AID-2026-WS-618,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021299,Barabanki,AID-2026-WS-618,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-016675,Wad Madani,AID-2026-ED-512,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013902,Rafah,AID-2026-ED-512,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018705,Rafah,AID-2026-FS-207,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003555,Rafah,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007450,Rafah,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003622,Rafah,AID-2026-ED-512,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018479,Rafah,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005786,Rafah,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003766,Rafah,AID-2026-DR-114,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024889,Rafah,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023528,Rafah,AID-2026-FS-207,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017438,Rafah,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023298,Rafah,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007831,Rafah,AID-2026-DR-114,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-006495,Diffa,AID-2026-FS-207,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-010869,Diffa,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008384,Diffa,AID-2026-HL-330,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023043,Diffa,AID-2026-DR-114,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003218,Diffa,AID-2026-FS-207,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-009777,Diffa,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000427,Diffa,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013334,Diffa,AID-2026-FS-207,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000793,Diffa,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012393,Kutupalong,AID-2026-FS-207,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025289,Kutupalong,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020609,Kutupalong,AID-2026-SH-455,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010511,Kutupalong,AID-2026-DR-114,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-021694,Kutupalong,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003984,Kutupalong,AID-2026-HL-330,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011329,Kutupalong,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024567,Kutupalong,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011633,Kutupalong,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014551,Deir al-Balah,AID-2026-HL-330,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-006687,Deir al-Balah,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018041,Deir al-Balah,AID-2026-WS-618,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-025291,Deir al-Balah,AID-2026-DR-114,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018117,Deir al-Balah,AID-2026-FS-207,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024120,Deir al-Balah,AID-2026-WS-618,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-001179,Deir al-Balah,AID-2026-SH-455,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010581,El Obeid,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012672,El Obeid,AID-2026-ED-512,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005270,El Obeid,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015909,El Obeid,AID-2026-ED-512,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009703,El Obeid,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007731,El Obeid,AID-2026-DR-114,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021322,El Obeid,AID-2026-SH-455,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014480,El Obeid,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008333,Wad Madani,AID-2026-DR-114,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008632,Wad Madani,AID-2026-WS-618,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-007999,Wad Madani,AID-2026-SH-455,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-017749,Wad Madani,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009641,Wad Madani,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006710,Wad Madani,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-022818,Wad Madani,AID-2026-WS-618,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021256,Wad Madani,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006197,Wad Madani,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-023884,Chitrakoot,AID-2026-SH-455,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-018867,Chitrakoot,AID-2026-ED-512,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008552,Chitrakoot,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005423,Chitrakoot,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020920,Chitrakoot,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000233,Chitrakoot,AID-2026-DR-114,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-011520,Chitrakoot,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014415,Chitrakoot,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019198,Chitrakoot,AID-2026-HL-330,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017140,Chitrakoot,AID-2026-DR-114,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010933,Chitrakoot,AID-2026-DR-114,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016117,Chitrakoot,AID-2026-FS-207,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-017712,Chitrakoot,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014826,Chitrakoot,AID-2026-DR-114,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010469,Chitrakoot,AID-2026-FS-207,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-013813,Chitrakoot,AID-2026-HL-330,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011409,Chitrakoot,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021329,Chitrakoot,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001625,Chitrakoot,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005366,Chitrakoot,AID-2026-WS-618,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007981,El Obeid,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014605,El Obeid,AID-2026-SH-455,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013335,El Obeid,AID-2026-DR-114,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023346,El Obeid,AID-2026-HL-330,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013639,El Obeid,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006945,El Obeid,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007220,El Obeid,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004224,Rafah,AID-2026-FS-207,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-016059,Rafah,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022434,Rafah,AID-2026-DR-114,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003020,Rafah,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017729,Rafah,AID-2026-HL-330,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000765,Rafah,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002303,Rafah,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008437,Rafah,AID-2026-DR-114,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008625,Sitapur,AID-2026-FS-207,food and agriculture,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017198,Sitapur,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006307,Sitapur,AID-2026-HL-330,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-001927,Sitapur,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005634,Sitapur,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020958,Sitapur,AID-2026-DR-114,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011159,Sitapur,AID-2026-HL-330,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-012045,Sitapur,AID-2026-SH-455,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-006736,Sitapur,AID-2026-SH-455,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001879,Sitapur,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017805,Sitapur,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-001618,Sitapur,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005716,Deir al-Balah,AID-2026-WS-618,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005199,Deir al-Balah,AID-2026-HL-330,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-025382,Deir al-Balah,AID-2026-WS-618,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-004722,Deir al-Balah,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021919,Deir al-Balah,AID-2026-WS-618,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020235,Deir al-Balah,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009237,Deir al-Balah,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000973,Deir al-Balah,AID-2026-HL-330,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000068,Deir al-Balah,AID-2026-DR-114,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-007429,Deir al-Balah,AID-2026-ED-512,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014338,Deir al-Balah,AID-2026-SH-455,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005463,Balrampur,AID-2026-SH-455,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-004645,Balrampur,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025913,Balrampur,AID-2026-SH-455,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016179,Balrampur,AID-2026-DR-114,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-023791,Balrampur,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015509,Balrampur,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013832,Balrampur,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008284,Balrampur,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004167,Balrampur,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012676,Balrampur,AID-2026-DR-114,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025610,Balrampur,AID-2026-ED-512,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-018197,Wad Madani,AID-2026-ED-512,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009740,Wad Madani,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-006754,Wad Madani,AID-2026-SH-455,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003456,Wad Madani,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022871,Wad Madani,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023201,Wad Madani,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-013840,Wad Madani,AID-2026-DR-114,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014392,Cox's Bazar,AID-2026-FS-207,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023798,Cox's Bazar,AID-2026-SH-455,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008113,Cox's Bazar,AID-2026-DR-114,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-015362,Cox's Bazar,AID-2026-DR-114,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-001271,Cox's Bazar,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011461,Cox's Bazar,AID-2026-WS-618,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021243,Cox's Bazar,AID-2026-FS-207,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-025479,Cox's Bazar,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019556,Cox's Bazar,AID-2026-SH-455,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024549,Maradi,AID-2026-DR-114,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015479,Maradi,AID-2026-FS-207,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005517,Maradi,AID-2026-WS-618,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011266,Maradi,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-012034,Maradi,AID-2026-WS-618,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-001939,Maradi,AID-2026-ED-512,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-012553,Maradi,AID-2026-ED-512,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-022616,Maradi,AID-2026-DR-114,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-001804,Maradi,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009690,Diffa,AID-2026-DR-114,education,group,TRUE,SYNTH_ADVERSARY_V1
BEN-001053,Diffa,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014061,Diffa,AID-2026-ED-512,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002251,Diffa,AID-2026-SH-455,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014643,Diffa,AID-2026-WS-618,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000160,Diffa,AID-2026-DR-114,medical,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003625,Diffa,AID-2026-SH-455,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019825,Diffa,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003590,Sitapur,AID-2026-ED-512,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-000730,Sitapur,AID-2026-HL-330,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-003551,Sitapur,AID-2026-DR-114,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-010596,Sitapur,AID-2026-ED-512,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003799,Sitapur,AID-2026-SH-455,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019370,Sitapur,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024324,Sitapur,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004267,Sitapur,AID-2026-HL-330,environment,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002136,Sitapur,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021707,Sitapur,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-011896,Sitapur,AID-2026-ED-512,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015493,Sitapur,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025185,Sitapur,AID-2026-WS-618,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-020693,Kutupalong,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016051,Kutupalong,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017180,Kutupalong,AID-2026-ED-512,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-012456,Kutupalong,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015227,Kutupalong,AID-2026-HL-330,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009091,Kutupalong,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009807,Cox's Bazar,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010787,Cox's Bazar,AID-2026-WS-618,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009482,Cox's Bazar,AID-2026-DR-114,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005320,Cox's Bazar,AID-2026-DR-114,youth development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-008902,Cox's Bazar,AID-2026-SH-455,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003282,Cox's Bazar,AID-2026-DR-114,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021683,Cox's Bazar,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025685,Cox's Bazar,AID-2026-ED-512,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008331,Cox's Bazar,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015597,Cox's Bazar,AID-2026-DR-114,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-015577,Cox's Bazar,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002154,Diffa,AID-2026-WS-618,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-003524,Diffa,AID-2026-FS-207,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007842,Diffa,AID-2026-FS-207,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022719,Diffa,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011722,Diffa,AID-2026-WS-618,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-019627,Diffa,AID-2026-SH-455,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004063,Diffa,AID-2026-DR-114,civil rights,group,TRUE,SYNTH_ADVERSARY_V1
BEN-015915,Balrampur,AID-2026-WS-618,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025296,Balrampur,AID-2026-DR-114,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022494,Balrampur,AID-2026-ED-512,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002981,Balrampur,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-005189,Balrampur,AID-2026-HL-330,international development,group,TRUE,SYNTH_ADVERSARY_V1
BEN-017838,Balrampur,AID-2026-HL-330,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019908,Rafah,AID-2026-ED-512,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-022711,Rafah,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-021714,Rafah,AID-2026-FS-207,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-008945,Rafah,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011292,Rafah,AID-2026-DR-114,disaster relief,group,TRUE,SYNTH_ADVERSARY_V1
BEN-010964,Rafah,AID-2026-FS-207,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014793,Rafah,AID-2026-FS-207,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000805,Rafah,AID-2026-HL-330,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023372,Rafah,AID-2026-SH-455,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-018271,Kutupalong,AID-2026-WS-618,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-020640,Kutupalong,AID-2026-HL-330,housing,group,TRUE,SYNTH_ADVERSARY_V1
BEN-011787,Kutupalong,AID-2026-SH-455,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-010500,Kutupalong,AID-2026-FS-207,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-016899,Kutupalong,AID-2026-FS-207,human services,group,TRUE,SYNTH_ADVERSARY_V1
BEN-004231,Kutupalong,AID-2026-DR-114,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-008822,Kutupalong,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009273,Kutupalong,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-008171,Kutupalong,AID-2026-HL-330,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015062,Khan Yunis,AID-2026-FS-207,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-005406,Khan Yunis,AID-2026-WS-618,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-024353,Khan Yunis,AID-2026-DR-114,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014454,Khan Yunis,AID-2026-WS-618,environment,group,TRUE,SYNTH_ADVERSARY_V1
BEN-016864,Khan Yunis,AID-2026-SH-455,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-004066,Khan Yunis,AID-2026-HL-330,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000515,Khan Yunis,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019679,Khan Yunis,AID-2026-HL-330,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-002542,Khan Yunis,AID-2026-WS-618,civil rights,household,TRUE,SYNTH_ADVERSARY_V1
BEN-000092,Khan Yunis,AID-2026-FS-207,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-011298,Khan Yunis,AID-2026-HL-330,international development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012474,Khan Yunis,AID-2026-HL-330,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-003791,Khan Yunis,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007135,Khan Yunis,AID-2026-FS-207,medical,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-014540,Nyala,AID-2026-ED-512,civil rights,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-009697,Nyala,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017400,Nyala,AID-2026-WS-618,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-014694,Nyala,AID-2026-HL-330,youth development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-015821,Rafah,AID-2026-SH-455,food and agriculture,group,TRUE,SYNTH_ADVERSARY_V1
BEN-000146,Nyala,AID-2026-DR-114,housing,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-019453,Nyala,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013249,Nyala,AID-2026-DR-114,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-025649,Nyala,AID-2026-SH-455,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-024790,Nyala,AID-2026-FS-207,disaster relief,household,TRUE,SYNTH_ADVERSARY_V1
BEN-007144,Nyala,AID-2026-HL-330,education,household,TRUE,SYNTH_ADVERSARY_V1
BEN-009351,Nyala,AID-2026-FS-207,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-006527,Khan Yunis,AID-2026-DR-114,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002369,Khan Yunis,AID-2026-DR-114,human services,household,TRUE,SYNTH_ADVERSARY_V1
BEN-021015,Khan Yunis,AID-2026-FS-207,disaster relief,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-017127,Khan Yunis,AID-2026-SH-455,food and agriculture,household,TRUE,SYNTH_ADVERSARY_V1
BEN-013459,Khan Yunis,AID-2026-SH-455,education,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-006756,Khan Yunis,AID-2026-WS-618,medical,household,TRUE,SYNTH_ADVERSARY_V1
BEN-004623,Kutupalong,AID-2026-SH-455,human services,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-002013,Khan Yunis,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-012264,Khan Yunis,AID-2026-HL-330,housing,household,TRUE,SYNTH_ADVERSARY_V1
BEN-023368,Khan Yunis,AID-2026-HL-330,environment,household,TRUE,SYNTH_ADVERSARY_V1
BEN-019188,Khan Yunis,AID-2026-HL-330,youth development,household,TRUE,SYNTH_ADVERSARY_V1
BEN-017934,Khan Yunis,AID-2026-WS-618,international development,individual,TRUE,SYNTH_ADVERSARY_V1
BEN-007619,Khan Yunis,AID-2026-FS-207,international development,individual,TRUE,SYNTH_ADVERSARY_V1
