disbursement_id,org_id,programme_code,beneficiary_id,amount_usd,pledged_usd,district,lat,lon,delivery_h3,dispatched_at,delivered_at,status,is_synthetic,batch_id
DSB-0000289,ORG_272397053,AID-2026-ED-512,BEN-015170,5670.24,5882.33,Chitrakoot,25.26762612126897,80.86531206924687,873d8aba4ffffff,2026-08-28 11:00:00,2026-09-01 03:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000290,ORG_272397053,AID-2026-HL-330,BEN-002540,5733.38,6270.46,Chitrakoot,25.421278068367545,80.53084153906131,873d8a92cffffff,2026-07-12 20:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000291,ORG_272397053,AID-2026-FS-207,BEN-009610,5423.56,6143.97,Chitrakoot,25.19535984951622,80.84369801581069,873d8abb2ffffff,2026-08-15 16:00:00,2026-08-19 09:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000292,ORG_272397053,AID-2026-FS-207,BEN-021853,4002.68,4451.06,Chitrakoot,25.245256051917462,81.0318544098132,873d8aa33ffffff,2026-07-19 23:00:00,2026-07-21 18:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000293,ORG_232464226,AID-2026-FS-207,BEN-023154,8688.26,9491.48,Rafah,31.518301716039694,33.888697257606125,872db68d6ffffff,2026-07-22 21:00:00,2026-07-25 05:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000294,ORG_232464226,AID-2026-SH-455,BEN-024250,653.46,712.0,Diffa,12.781793382930427,11.832341222036925,875850981ffffff,2026-08-19 12:00:00,2026-08-20 03:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000295,ORG_232464226,AID-2026-SH-455,BEN-020006,8062.81,8500.8,Rafah,31.400461312836473,34.1176923186445,872db6031ffffff,2026-07-27 01:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000296,ORG_232464226,AID-2026-SH-455,BEN-016884,6568.06,7058.09,Rafah,31.356672735554707,34.36023090179681,872db60d5ffffff,2026-07-12 02:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000297,ORG_232464226,AID-2026-DR-114,BEN-011866,8717.36,8887.11,Rafah,31.101236039793612,34.65574506424347,872db66a3ffffff,2026-07-24 09:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000298,ORG_232464226,AID-2026-FS-207,BEN-002326,6398.87,6899.51,Rafah,31.60462074396641,34.32920048463644,872db604dffffff,2026-08-26 10:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000299,ORG_232464226,AID-2026-ED-512,BEN-005984,3100.01,3464.38,Rafah,31.22443326626459,33.933004196736476,872db6ce8ffffff,2026-05-28 00:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000300,ORG_232464226,AID-2026-WS-618,BEN-010958,1810.75,1854.21,Rafah,31.460757961657073,34.47359635716239,872db6390ffffff,2026-08-24 08:00:00,2026-08-25 11:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000301,ORG_232464226,AID-2026-FS-207,BEN-025723,2431.84,2621.85,Rafah,31.68046372693162,34.19673060707607,872db6a86ffffff,2026-05-14 05:00:00,2026-05-15 18:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000302,ORG_232464226,AID-2026-WS-618,BEN-019206,2861.59,3056.21,Rafah,31.505557700652822,33.92811217590533,872db68d2ffffff,2026-06-20 22:00:00,2026-06-21 10:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000303,ORG_232464226,AID-2026-WS-618,BEN-008711,3546.14,3625.09,Rafah,31.225099044656183,34.02389379676297,872db6194ffffff,2026-07-29 01:00:00,2026-07-29 12:24:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000304,ORG_232464226,AID-2026-FS-207,BEN-008984,7569.56,7880.18,Rafah,31.24540681147799,34.23881700602733,872db6086ffffff,2026-06-06 15:00:00,2026-06-07 00:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000305,ORG_232464226,AID-2026-SH-455,BEN-011669,4611.94,5084.45,Rafah,31.36253505262527,34.48700346906423,872db6775ffffff,2026-06-09 01:00:00,2026-06-12 07:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000306,ORG_562200862,AID-2026-HL-330,BEN-002014,2888.3,2962.04,El Obeid,13.11880751796083,29.7870478237689,876b42d6bffffff,2026-06-11 04:00:00,2026-06-12 23:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000307,ORG_562200862,AID-2026-DR-114,BEN-020147,443.58,477.01,El Obeid,13.647585531112961,30.236334850051485,876b40531ffffff,2026-05-25 09:00:00,2026-05-28 06:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000308,ORG_562200862,AID-2026-DR-114,BEN-025084,4819.12,5378.39,El Obeid,13.36484410625258,30.175503793615064,876b404b2ffffff,2026-07-28 01:00:00,2026-07-31 14:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000309,ORG_562200862,AID-2026-FS-207,BEN-010304,1984.14,2178.53,El Obeid,13.408412662498586,30.60053249783083,876b40712ffffff,2026-08-10 23:00:00,2026-08-11 19:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000310,ORG_562200862,AID-2026-ED-512,BEN-001128,6733.57,7382.32,El Obeid,13.037456411587298,30.341021553402108,876b42a10ffffff,2026-08-22 04:00:00,2026-08-23 18:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000311,ORG_562200862,AID-2026-DR-114,BEN-017925,6914.31,7141.68,El Obeid,13.367074840375638,30.101171712920646,876b42941ffffff,2026-08-22 16:00:00,2026-08-23 09:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000312,ORG_562200862,AID-2026-ED-512,BEN-024599,5320.11,5789.74,El Obeid,13.58049940226939,30.154125767722363,876b405a4ffffff,2026-07-27 19:00:00,2026-07-31 15:12:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000313,ORG_562200862,AID-2026-FS-207,BEN-011876,3417.98,3724.23,El Obeid,13.01301818861436,30.350432937687277,876b42a13ffffff,2026-05-30 05:00:00,2026-06-02 21:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000314,ORG_562200862,AID-2026-ED-512,BEN-023217,1688.13,1848.33,El Obeid,12.831886550578977,30.195763010505544,876b42045ffffff,2026-05-09 16:00:00,2026-05-12 13:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000315,ORG_562200862,AID-2026-DR-114,BEN-015729,8150.87,8978.25,El Obeid,13.051264555355338,30.513793340970775,876b42a55ffffff,2026-06-18 22:00:00,2026-06-22 16:48:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000316,ORG_562200862,AID-2026-HL-330,BEN-016663,6254.54,6348.64,El Obeid,13.119920238380903,30.31507324501202,876b42a34ffffff,2026-07-14 02:00:00,2026-07-15 18:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000317,ORG_562200862,AID-2026-SH-455,BEN-018301,2238.47,2242.31,El Obeid,13.197291140370883,30.541980094812274,876b42b4dffffff,2026-07-01 12:00:00,2026-07-03 17:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000318,ORG_562200862,AID-2026-WS-618,BEN-023536,8532.54,9028.47,El Obeid,13.101611366851492,30.37377686934111,876b42a04ffffff,2026-06-04 04:00:00,2026-06-07 17:30:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000319,ORG_562200862,AID-2026-FS-207,BEN-018312,356.88,403.26,El Obeid,13.282385858226002,30.03694963109199,876b42828ffffff,2026-07-22 07:00:00,2026-07-26 01:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000320,ORG_521272073,AID-2026-HL-330,BEN-022667,4365.2,4531.78,Kassala,15.131702209133358,36.75143417112519,8752b5009ffffff,2026-07-23 03:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000321,ORG_521272073,AID-2026-WS-618,BEN-006277,6581.72,7266.95,Rafah,31.185822606746292,34.705128315179536,872db661bffffff,2026-06-22 04:00:00,2026-06-24 03:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000322,ORG_521272073,AID-2026-SH-455,BEN-006764,7140.17,7687.28,Rafah,31.175313779574076,34.28938350156594,872db646cffffff,2026-05-30 13:00:00,2026-05-31 12:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000323,ORG_521272073,AID-2026-HL-330,BEN-008424,0.0,3941.33,Rafah,31.13921140602016,34.23635134182931,872db6464ffffff,2026-06-11 03:00:00,,PLEDGED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000324,ORG_521272073,AID-2026-FS-207,BEN-024716,8808.62,8840.24,Rafah,31.223662419168136,34.407542953516405,872db6706ffffff,2026-07-27 19:00:00,2026-07-28 01:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000325,ORG_521272073,AID-2026-ED-512,BEN-020182,7686.95,7805.08,Rafah,31.430096119484645,34.14074133632342,872db6004ffffff,2026-06-10 10:00:00,2026-06-10 17:54:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000326,ORG_521272073,AID-2026-DR-114,BEN-008332,593.59,594.53,Rafah,31.311417674300856,34.51455109640933,872db6772ffffff,2026-08-26 12:00:00,2026-08-27 17:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000327,ORG_521272073,AID-2026-DR-114,BEN-002673,8164.82,9212.38,Rafah,31.24818037776585,34.44388208180191,872db6700ffffff,2026-07-19 10:00:00,2026-07-20 10:30:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000328,ORG_521272073,AID-2026-WS-618,BEN-020123,1081.75,1086.3,Rafah,35.36884552117535,34.159565530831856,872da46c9ffffff,2026-05-25 21:00:00,2026-05-25 21:16:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000329,ORG_521272073,AID-2026-WS-618,BEN-019032,7762.29,8469.05,Rafah,31.507439511553176,34.58242272591902,872db62a6ffffff,2026-07-06 23:00:00,2026-07-07 17:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000330,ORG_521272073,AID-2026-FS-207,BEN-014656,5437.83,5641.87,Rafah,31.21636895526097,34.690741890882904,872db661dffffff,2026-06-19 12:00:00,2026-06-20 17:54:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000331,ORG_521272073,AID-2026-DR-114,BEN-002387,4256.44,4292.92,Rafah,31.130237264628413,33.88475005999946,872db6cf0ffffff,2026-05-22 01:00:00,2026-05-23 03:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000332,ORG_521272073,AID-2026-WS-618,BEN-017517,0.0,1289.67,Rafah,31.341700665026018,34.45641843787057,872db6774ffffff,2026-08-16 16:00:00,,PLEDGED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000333,ORG_521272073,AID-2026-DR-114,BEN-007319,7062.38,7133.3,Rafah,31.21937771352919,33.87229598271816,872db6c52ffffff,2026-06-05 09:00:00,2026-06-08 13:12:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000334,ORG_043095890,AID-2026-SH-455,BEN-017687,4467.96,4633.14,Chitrakoot,25.341852934814835,81.32798714408575,873d8aa49ffffff,2026-07-27 17:00:00,2026-07-30 07:42:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000335,ORG_043095890,AID-2026-SH-455,BEN-002794,2629.37,2699.1,Chitrakoot,25.16065296158462,81.20227647590305,873d8aac2ffffff,2026-05-09 08:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000336,ORG_043095890,AID-2026-HL-330,BEN-023628,3505.85,3692.11,Chitrakoot,25.218382415445237,80.74440774031488,873d8a8e1ffffff,2026-05-02 17:00:00,2026-05-04 07:18:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000337,ORG_043095890,AID-2026-SH-455,BEN-004299,6654.25,7366.83,Chitrakoot,25.35435869809534,80.85907221508045,873d8ab36ffffff,2026-08-23 13:00:00,2026-08-24 19:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000338,ORG_043095890,AID-2026-FS-207,BEN-011505,3941.14,4328.62,Chitrakoot,25.333437766175486,81.0500279225217,873d8aa25ffffff,2026-08-03 07:00:00,2026-08-06 15:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000339,ORG_043095890,AID-2026-SH-455,BEN-021325,4618.62,4696.99,Chitrakoot,25.273952674279403,80.65576903431717,873d8a82affffff,2026-07-21 22:00:00,2026-07-24 12:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000340,ORG_043095890,AID-2026-HL-330,BEN-005637,2614.54,2925.34,Chitrakoot,25.0768460019537,81.01480343268916,873d8aa90ffffff,2026-07-22 20:00:00,2026-07-23 13:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000341,ORG_043095890,AID-2026-FS-207,BEN-011739,3807.52,4181.15,Chitrakoot,25.670434474482825,80.54704873512459,873d8e262ffffff,2026-05-10 01:00:00,2026-05-11 13:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000342,ORG_043095890,AID-2026-FS-207,BEN-012913,7562.99,8418.32,Chitrakoot,24.926795401174243,80.87836963047484,873d8a001ffffff,2026-07-04 10:00:00,2026-07-05 18:54:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000343,ORG_043095890,AID-2026-WS-618,BEN-001392,7457.91,8472.08,Chitrakoot,25.179024429940625,81.07995393014642,873d8aaa8ffffff,2026-07-22 20:00:00,2026-07-24 21:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000344,ORG_043095890,AID-2026-FS-207,BEN-010139,7314.62,7376.24,Chitrakoot,24.9618357381849,80.68010259560171,873d8a110ffffff,2026-06-18 13:00:00,2026-06-21 15:48:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000345,ORG_043095890,AID-2026-WS-618,BEN-024011,6550.44,7004.24,Chitrakoot,25.20733154925065,81.24605931225243,873d8aaebffffff,2026-05-25 17:00:00,2026-05-26 06:00:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000346,ORG_043095890,AID-2026-HL-330,BEN-025440,1873.16,1945.87,Chitrakoot,25.17755177431526,80.84552679765038,873d8a8c9ffffff,2026-05-30 06:00:00,2026-05-31 12:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000347,ORG_043095890,AID-2026-SH-455,BEN-018759,2111.86,2399.39,Chitrakoot,25.201670414132803,80.99448720717264,873d8ab8bffffff,2026-06-14 23:00:00,2026-06-17 15:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000348,ORG_203256882,AID-2026-WS-618,BEN-024652,5951.2,6379.52,Chitrakoot,25.333814627601807,80.80949248857618,873d8a845ffffff,2026-07-14 06:00:00,2026-07-14 23:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000349,ORG_203256882,AID-2026-SH-455,BEN-017858,8315.8,8785.51,Chitrakoot,24.897785149269858,81.04366129637941,873d8a05affffff,2026-05-30 14:00:00,2026-05-31 22:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000350,ORG_203256882,AID-2026-SH-455,BEN-015666,3720.96,3874.87,Chitrakoot,25.641695429469216,81.00516549967719,873d88455ffffff,2026-07-20 21:00:00,2026-07-22 04:06:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000351,ORG_203256882,AID-2026-HL-330,BEN-006846,2680.36,2681.36,Chitrakoot,25.527267427368994,81.3744544765837,873d886f0ffffff,2026-05-08 21:00:00,2026-05-11 05:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000352,ORG_203256882,AID-2026-SH-455,BEN-022231,5688.25,5885.3,Chitrakoot,25.49995890255568,81.02822622911333,873d884ddffffff,2026-08-10 04:00:00,2026-08-11 19:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000353,ORG_203256882,AID-2026-SH-455,BEN-001360,8063.93,8434.92,Chitrakoot,25.076629262702124,80.87617385428933,873d8a144ffffff,2026-07-13 09:00:00,2026-07-13 22:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000354,ORG_203256882,AID-2026-HL-330,BEN-004843,1083.52,1186.89,Chitrakoot,25.03179540903853,81.05853043727892,873d8a069ffffff,2026-06-01 21:00:00,2026-06-05 00:54:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000355,ORG_203256882,AID-2026-FS-207,BEN-014946,8558.91,8667.89,Chitrakoot,25.302230888299,80.88806464354067,873d8ab16ffffff,2026-06-11 15:00:00,2026-06-15 09:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000356,ORG_203256882,AID-2026-DR-114,BEN-003823,6079.04,6745.0,Chitrakoot,25.329316224667025,80.80045971434043,873d8a845ffffff,2026-06-14 18:00:00,2026-06-15 18:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000357,ORG_203256882,AID-2026-DR-114,BEN-017562,2335.2,2631.73,Chitrakoot,25.466783159507358,81.02523565505197,873d884d8ffffff,2026-07-07 11:00:00,2026-07-10 18:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000358,ORG_203256882,AID-2026-DR-114,BEN-015558,6564.6,6574.71,Chitrakoot,25.278981648043565,80.74769129292713,873d8a854ffffff,2026-05-07 10:00:00,2026-05-08 20:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000359,ORG_060885694,AID-2026-FS-207,BEN-008134,1002.56,1092.34,Barabanki,27.043824270131466,81.30644406887569,873d8d021ffffff,2026-08-02 19:00:00,2026-08-06 11:42:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000360,ORG_060885694,AID-2026-SH-455,BEN-018630,2225.95,2494.37,Barabanki,27.119337141289453,80.84236130700472,873d8dd71ffffff,2026-07-02 14:00:00,2026-07-04 22:54:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000361,ORG_060885694,AID-2026-HL-330,BEN-023524,1708.97,1735.22,Barabanki,26.87281619526563,81.43897496444521,873d8d0d1ffffff,2026-08-27 08:00:00,2026-08-30 09:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000362,ORG_060885694,AID-2026-FS-207,BEN-016202,1956.46,2048.1,Barabanki,26.561683933513425,81.27447954735973,873d8d4ccffffff,2026-07-19 02:00:00,2026-07-21 23:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000363,ORG_060885694,AID-2026-ED-512,BEN-007309,1100.81,1240.5,Barabanki,26.8163884870526,81.3500792066083,873d8d724ffffff,2026-08-08 14:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000364,ORG_060885694,AID-2026-FS-207,BEN-024970,8156.87,8221.26,Barabanki,26.824262813558143,81.18321411799272,873d8d54dffffff,2026-07-10 10:00:00,2026-07-12 10:36:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000365,ORG_060885694,AID-2026-FS-207,BEN-016815,4244.07,4462.03,Barabanki,26.792580975503373,81.44017515429174,873d8d72affffff,2026-06-15 13:00:00,2026-06-16 03:30:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000366,ORG_060885694,AID-2026-SH-455,BEN-016638,658.12,669.47,Barabanki,26.897105982348368,81.04350659555206,873d8dccdffffff,2026-05-05 08:00:00,2026-05-06 12:54:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000367,ORG_263013552,AID-2026-DR-114,BEN-020567,4439.66,5014.44,Rafah,31.42457620980086,34.1395999807866,872db6004ffffff,2026-05-26 22:00:00,2026-05-27 22:24:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000368,ORG_263013552,AID-2026-HL-330,BEN-000312,5394.25,5525.05,Rafah,30.885630058922388,34.14790065983808,872db6588ffffff,2026-05-03 20:00:00,2026-05-07 11:54:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000369,ORG_263013552,AID-2026-HL-330,BEN-007012,5734.84,6214.81,Rafah,31.400349459995606,34.27694688757436,872db60e6ffffff,2026-07-19 20:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000370,ORG_263013552,AID-2026-HL-330,BEN-010674,3846.24,4302.02,Rafah,31.348126927192123,34.3849953706153,872db60d1ffffff,2026-05-07 06:00:00,2026-05-09 22:18:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000371,ORG_263013552,AID-2026-DR-114,BEN-009919,5348.21,5451.32,Rafah,31.158991960635003,34.294946046449574,872db646effffff,2026-08-20 15:00:00,2026-08-23 10:30:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000372,ORG_263013552,AID-2026-FS-207,BEN-011308,2310.08,2406.42,Rafah,31.46679100437646,34.24918220260193,872db6009ffffff,2026-07-30 20:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000373,ORG_263013552,AID-2026-SH-455,BEN-022418,8631.69,9177.31,Rafah,31.31071566264858,34.391465417440294,872db60d2ffffff,2026-06-13 02:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000374,ORG_263013552,AID-2026-ED-512,BEN-006767,8393.9,9145.26,Rafah,31.68782499404366,34.14591361823366,872db6ab5ffffff,2026-07-27 13:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000375,ORG_263013552,AID-2026-FS-207,BEN-006372,3035.85,3235.65,Rafah,31.090246087078167,34.33536726750822,872db6442ffffff,2026-05-18 22:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000376,ORG_263013552,AID-2026-WS-618,BEN-024485,5146.94,5751.37,Rafah,31.285393403430408,34.40267643452061,872db672effffff,2026-06-23 21:00:00,2026-06-26 14:00:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000377,ORG_263013552,AID-2026-WS-618,BEN-020724,7362.81,8270.9,Rafah,31.406567207876,34.56456060721,872db676affffff,2026-05-20 00:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000378,ORG_810585921,AID-2026-HL-330,BEN-004794,3793.77,4283.27,El Obeid,13.275414441613334,30.441998402053553,876b404d9ffffff,2026-08-28 00:00:00,2026-08-29 21:06:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000379,ORG_810585921,AID-2026-DR-114,BEN-025861,6113.89,6578.52,El Obeid,13.087902226443147,30.699027653138295,876b43d22ffffff,2026-06-12 19:00:00,2026-06-14 05:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000380,ORG_810585921,AID-2026-ED-512,BEN-010810,7394.11,8125.96,El Obeid,13.332242309689457,30.46802067610591,876b404c8ffffff,2026-08-20 16:00:00,2026-08-23 03:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000381,ORG_810585921,AID-2026-HL-330,BEN-022899,8780.89,9251.38,El Obeid,13.055391790248196,29.9922261407783,876b428d6ffffff,2026-08-13 08:00:00,2026-08-15 12:36:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000382,ORG_810585921,AID-2026-WS-618,BEN-017082,4973.04,5463.76,El Obeid,13.208643822965183,29.815853699589297,876b4299cffffff,2026-05-01 07:00:00,2026-05-04 07:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000383,ORG_810585921,AID-2026-DR-114,BEN-000547,0.0,6983.7,El Obeid,13.328540223659347,30.15626997792341,876b4294bffffff,2026-05-30 10:00:00,,PLEDGED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000384,ORG_810585921,AID-2026-ED-512,BEN-020971,8893.19,9119.51,El Obeid,13.011697964942407,30.671518183524135,876b43d10ffffff,2026-06-11 07:00:00,2026-06-11 19:18:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000385,ORG_810585921,AID-2026-DR-114,BEN-020368,4443.41,4741.75,El Obeid,13.342325440710868,30.165130455182325,876b42949ffffff,2026-08-15 03:00:00,2026-08-16 12:48:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000386,ORG_522293414,AID-2026-SH-455,BEN-000709,4258.84,4338.92,Deir al-Balah,31.711201798830388,33.98900205797051,872db6bb1ffffff,2026-05-20 05:00:00,2026-05-20 19:48:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000387,ORG_522293414,AID-2026-ED-512,BEN-019861,1163.55,1215.62,Deir al-Balah,31.50177017444528,34.017944142052464,872db612bffffff,2026-07-18 19:00:00,2026-07-19 15:18:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000388,ORG_522293414,AID-2026-FS-207,BEN-005229,2324.18,2441.44,Deir al-Balah,31.163425648288374,34.448206140465764,872db6712ffffff,2026-06-02 03:00:00,2026-06-03 14:48:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000389,ORG_522293414,AID-2026-SH-455,BEN-001571,6535.37,6729.77,Deir al-Balah,31.23693013800388,34.25696241863328,872db6082ffffff,2026-08-07 21:00:00,2026-08-09 18:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000390,ORG_522293414,AID-2026-SH-455,BEN-005497,0.0,6334.13,Deir al-Balah,35.41445573881371,34.35367490283308,872da08b1ffffff,2026-05-19 07:00:00,,PLEDGED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000391,ORG_522293414,AID-2026-HL-330,BEN-014112,6998.9,7292.25,Deir al-Balah,31.44465708157787,34.34676535293103,872db60eeffffff,2026-05-19 14:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000392,ORG_522293414,AID-2026-WS-618,BEN-002036,2950.33,3144.13,Deir al-Balah,31.43544053979224,34.22877539758418,872db600effffff,2026-07-08 10:00:00,2026-07-11 09:48:00,DISPATCHED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000393,ORG_382750581,AID-2026-ED-512,BEN-009029,4919.25,5315.98,Kassala,15.32912442485197,36.15246991097129,8752b5d8effffff,2026-06-07 08:00:00,2026-06-11 02:12:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000394,ORG_382750581,AID-2026-DR-114,BEN-003815,8451.06,9390.0,Kassala,15.663097513893673,36.19395697247031,87539b6aeffffff,2026-07-14 19:00:00,,UNACCOUNTED,TRUE,SYNTH_ADVERSARY_V1
DSB-0000395,ORG_382750581,AID-2026-DR-114,BEN-014935,9066.26,9171.98,Kassala,15.195491356275873,36.23867999599876,8752b5c8dffffff,2026-08-18 10:00:00,2026-08-22 07:42:00,DELIVERED,TRUE,SYNTH_ADVERSARY_V1
